,line_text
9243,oh like sebring dare dare dwight
9244,dwight get knee put face ground fire please
9245,give one good reason fire right spot
9246,terrified excellent sale number
9247,good enough
9248,sobbing anything anything laundry month year
9249,laundry machine
9250,sorry anything swear squeaking cry
9251,know trust anymore
9252,promise never betray michael michael exhales dwight face ground butt raised high air
9253,get get dwight get spit hanging lip hug bitch dwight michael firm embrace
9254,hug bitch men say fight hug let go walk away done good idea say woman however found translate
9255,leaving desk day pretend pull pen pretend grenade toss karen
9256,throw desk material air signify debris grenade explosion grin jim walk away
9257,yep yeah hugged turn still little angry felt needed punish little bit cut dwight standing box liar written piece paper hung around neck dwight head hung shame making laundry year
9258,okay jan leaf michael office dwight enters
9259,hey shuts door everything okay
9260,business dwight
9261,branch trouble thing
9262,know management dwight
9263,know need cut cost could fire meredith big cost
9264,firing anyone
9265,creed might living could charge rent
9266,
9267,four night week sleep desk three night stay place toronto know job welfare state beautiful country em
9268,okay go everybody know dawned watching movie together rudely interrupted let get back taker come movie monday come stanley let go
9269,standing supply shelf phone
9270,ryan
9271,pretty sure jan said supposed
9272,okay well scheduled time watch movie together guess go play online scrabble
9273,look angela
9274,shake head disapprovingly
9275,schrutes loyal breed also mannheim blood german grandmother mannheim knew cut run sense going losing regime schrute blood amazing two blood mix whole thing explode
9276,sleep still love head surgeon um mcdreamy guy start cry dorky doctor love phone ring
9277,dunder mifflin pam uh sure get michael jan
9278,really
9279,yeah
9280,may week ago faked call jan order get synopsis think navy ncis since michael suspicious
9281,nnnnice wow
9282,playing call duty oh someone left open taking little siesta smart shoot yes finally killed karen desk empty
9283,hey jim
9284,hey jan
9285,work going
9286,nervously pretty good
9287,kill jim character giggle oh know gotta see josh right remind tell dwight said earlier okay get big kick leaf
9288,baffled expression
9289,thing little bit different stamford shrug bad
9290,hey ryan get pencil warehouse
9291,uh thanks good
9292,oh okay going
9293,um yeah absolutely
9294,right right back go pretend stair
9295,laugh uproariously applauds whoo
9296,hand ryan pencil go
9297,awesome
9298,thank
9299,welcome
9300,michael get pen warehouse
9301,mind see minute go back pretend stair grab pen stanley desk
9302,okay continues laugh whoo
9303,go fresh warehouse
9304,hey michael would get coffee warehouse
9305,coffee kitchen pam
9306,warehouse coffee taste much better
9307,breathless right okay go back pretend stair crawl belly kitchen coffee
9308,like bette midler boy gotta keep troop entertained
9309,michael return coffee cream sugar
9310,sigh right
9311,speakerphone wanted let know lost ed truck
9312,oookay let see cell reason calling jan somebody miss
9313,michael ed died weekend
9314,oh wow
9315,attention everybody received call corporate news felt know first old bos ed truck died
9316,yes sad bos
9317,shame ed good guy
9318,right worked creed well office case anybody want drop cheer
9319,hear news
9320,news announced ed died
9321,yeah
9322,anything
9323,oh gosh anybody really pssssh almost circle life
9324,yeah
9325,hold arm pam
9326,oh okay
9327,yeah mmmmmm
9328,extricating okay
9329,um shoot uh sorry
9330,oh yeah definitely
9331,coughing word suck josh hear said
9332,vending machine dammit
9333,
9334,uh nothing herr chip
9335,oh
9336,worry snack food fall umbrella authority
9337,mmm wrong project supervisor today decided anything get chip require think go get please
9338,real shame ed huh
9339,yeah must really thinkin
9340,
9341,older get bigger chance gonna die knew
9342,ed decapitated
9343,
9344,really
9345,drunk skunk flying route slide wheeler pop snap right
9346,oh god
9347,way go instant death smart
9348,know human go living several hour decapitated
9349,thinking chicken
9350,say
9351,way dunder mifflin manager go sorry alone blue even head comfort
9352,clear throat exactly sure say
9353,ed decapitated
9354,
9355,said know say
9356,driving road went truck head separated rest let know soon find
9357,hey
9358,hi
9359,head ever come would like put ice
9360,wanna talk
9361,die wanna frozen freeze piece wake stronger ever used time figure exactly died move could used defend better know hold
9362,understand day honoring martin luther king even work
9363,speakerphone understand feel michael really would helpful give everyone day
9364,really get understand people last thing would want day
9365,well would suggest
9366,thoughtfully statue
9367,ed
9368,yeah
9369,scoff sure realistic
9370,well think would realistic would look like
9371,
9372,could eye light could arm move
9373,statue robot
9374,think great way honor ed
9375,big want robot
9376,life size
9377,mm better make two third easier stop turn u
9378,hell two talking
9379,well talking properly honor man gave life regional manager company jan
9380,know michael really tried today
9381,mm hm
9382,get back work
9383,oh know wished could get back work ed truck
9384,call feel like real conversation
9385,ed truck
9386,goodbye hang
9387,dead
9388,look holding sketch gave six foot extension cord chase u
9389,perfect
9390,okay west side market
9391,okay great think enough get back work
9392,wow never pegged quitter
9393,quitter day want
9394,really
9395,yeah day
9396,hey game want
9397,oh game trying get chip karen
9398,check vending machine
9399,oh vending machine miss
9400,idea went right copier
9401,mm
9402,checked fax machine
9403,yeah nothing
9404,check butt
9405,oohh imagine much blood happened right would reach way reception probably get pam
9406,okay enough
9407,
9408,wanna hear
9409,well know wanna hear either stanley stop picturing leaf work way home wham cappa detated head
9410,spit face
9411,well know something wrong something wrong everybody lost member family wanna talk wanna think wanna get back work
9412,five stage grief glancing computer screen denial anger bargaining depression acceptance right denying fact sad hard making angry job try get way acceptance acceptance depression get depressed done job
9413,going throw ball catch ball want say name person important somebody really special died want say died may cry like encouraged let start let show work catch ball lost ed truck feel like somebody took heart dropped bucket boiling tear time somebody else hitting soul crotch frozen sledgehammer third guy walk start punching grief bone cry nobody hear terribly terribly terribly alone
9414,excuse sorry interrupt uh need see pam seems like something wrong radiator car
9415,okay fine hurry back
9416,leave nothing wrong car thought might like break grief counseling session
9417,oh would like break
9418,likin new car
9419,great
9420,yeah sure small got airbags
9421,think know mainly focused cup holder
